sp_name,length,url,field_name,area_name,executor_name,overload_name,sp_city_name,active,coordinates,hzz
Poslovanje i upravljanje,3,www.vspu.hr/Hrvatski/Strucni-studiji/Dislocirani-studiji---Biograd-na-Moru/Oglasna-ploca-194.html,Ekonomija,Društvene znanosti,Veleučilište s pravom javnosti BALTAZAR ZAPREŠIĆ,Veleučilište s pravom javnosti BALTAZAR ZAPREŠIĆ,Biograd na Moru,1,"15.8007699,45.86536309999999","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Fizioterapija,3,www.zvu.hr/strucni-studij-fizioterapije/,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Zdravstveno veleučilište u Zagrebu,Zdravstveno veleučilište u Zagrebu,Pakrac,1,"15.9778987,45.82734869999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Učiteljski studij,5,web.foozos.hr/index.php?option=com_content&view=article&id=61&Itemid=254&lang=hr,Pedagogija,Društvene znanosti,Fakultet za odgojne i obrazovne znanosti Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Slavonski Brod,1,"18.6959121,45.560972","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Pjevanje,5,www.muza.unizg.hr/index.php?option=com_content&view=article&id=108&Itemid=219,Glazbena umjetnost,Umjetničko područje,Muzička akademija Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Rijeka,1,"15.9686544,45.810104","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Studij za instrumentaliste; smjer: Gitara,5,www.muza.unizg.hr/index.php?option=com_content&view=article&id=110&Itemid=221,Glazbena umjetnost,Umjetničko područje,Muzička akademija Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Rijeka,1,"15.9686544,45.810104","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Studij za instrumentaliste; smjer: Klavir,5,www.muza.unizg.hr/index.php?option=com_content&view=article&id=109&Itemid=220,Glazbena umjetnost,Umjetničko područje,Muzička akademija Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Rijeka,1,"15.9686544,45.810104","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Učiteljski studij,5,www.unizd.hr/nstgospic/Studijskiprogram/Učiteljskistudij/tabid/3457/Default.aspx,Pedagogija,Društvene znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Gospić,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Teološko-katehetski studij,3,www.unizd.hr/teoloskokatehetskiodjel/Program/tabid/5915/language/hr-HR/Default.aspx,Teologija,Humanističke znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Menadžment održivog razvoja,4,www.fthm.uniri.hr/index.php/ps-programi,Ekonomija,Društvene znanosti,"Fakultet za menadžment u turizmu i ugostiteljstvu, Sveučilišta u Rijeci",Sveučilište u Rijeci,Opatija,1,"14.2822494,45.3033303","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Povijest,3,www.unipu.hr/index.php?id=189,Povijest,Humanističke znanosti,Sveučilište Jurja Dobrile u Puli,Sveučilište Jurja Dobrile u Puli,Pula,1,"13.8512586,44.8664084","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Mađarski jezik i književnosti,3,web.ffos.hr/?id=34,Filologija,Humanističke znanosti,Filozofski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.6808884,45.558785","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Njemački jezik i književnost,3,web.ffos.hr/?id=34#germanistika,Filologija,Humanističke znanosti,Filozofski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.6808884,45.558785","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Vojno inženjerstvo,4,vojni.unizg.hr/studijski_programi/vi,Bez polja,Bez područja,Geodetski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9636355,45.8086405",""
Vojno vođenje i upravljanje,4,vojni.unizg.hr/studijski_programi/vviu,Bez polja,Bez područja,Fakultet političkih znanosti Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9929798,45.80787489999999",""
Gluma,3,www.diu.hr/hr/fakulteti/gluma/,Kazališna umjetnost,Umjetničko područje,Umjetnička akademija Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4473299,43.5085094","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Međunarodni odnosi,3,www.diu.hr/hr/upisi/medjunarodni-odnosi-i-diplomacija/,Politologija,Društvene znanosti,DIU Libertas međunarodno sveučilište,DIU Libertas međunarodno sveučilište,Zagreb,1,"18.1111501,42.6416627","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Međunarodno poslovanje,3,www.diu.hr/hr/upisi/medjunarodno-poslovanje/,Ekonomija,Društvene znanosti,DIU Libertas međunarodno sveučilište,DIU Libertas međunarodno sveučilište,Zagreb,1,"18.1111501,42.6416627","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Geo-engineering and Water Management,3,www.grad.unizg.hr/programi/poslijediplomski/geo-water,Interdisciplinarne tehničke znanosti,Tehničke znanosti,Građevinski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9633996,45.8083975",Stručnjaci iz područja informatike i tehničkih znanosti
Elektrotehnika,2,www.oss.unist.hr/index.php/studiji/specijalisticki-strucni-studiji,Elektrotehnika,Tehničke znanosti,Sveučilišni odjel za stručne studije Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4505675,43.5231699",Stručnjaci iz područja informatike i tehničkih znanosti
Kroatologija,3,www.hrstud.unizg.hr/poslijediplomski-studiji/kroatologija,Filologija,Humanističke znanosti,Hrvatski studiji Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.0202383,45.8097587","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Religijska pedagogija i katehetika,2,www.kbf.unizg.hr/studiji/studij_religijske_pedagogije_i_katehetike/,Teologija,Humanističke znanosti,Katolički bogoslovni fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9823032,45.8137305","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Primijenjena kineziologija u sportu,1,www.kif.unizg.hr/poslijediplomski_doktorski_studij/poslijediplomski_specijalisticki_studiji/obavijesti,Pedagogija,Društvene znanosti,Kineziološki fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,0,"15.9439932,45.7848544","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Primijenjena kineziologija u edukaciji,1,www.kif.unizg.hr/poslijediplomski_doktorski_studij/poslijediplomski_specijalisticki_studiji/obavijesti,Kineziologija,Društvene znanosti,Kineziološki fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9439932,45.7848544","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Medicinsko-laboratorijska dijagnostika,2,www.medri.uniri.hr/studiji/mld-diplomski/o%20studiju.htm,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Fakultet zdravstvenih studija Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Promocija zdravlja i prevencija ovisnosti,1,www.medri.uniri.hr/studiji/postdiplomski/index.htm,Javno zdravstvo i zdravstvena zaštita,Biomedicina i zdravstvo,Medicinski fakultet Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Probacijski tretman,1,www.ffst.hr/studiji/specijalisticki,Kognitivna znanost,Interdisciplinarna područja znanosti,Pravni fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4438201,43.513997","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Menadžment turizma i sporta,2,www.mev.hr/index.php/o-studiju-4/,Ekonomija,Društvene znanosti,Međimursko veleučilište u Čakovcu,Međimursko veleučilište u Čakovcu,Čakovec,1,"16.4480325,46.39119300000001","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Muzikologija ; smjer: nastavnički,2,www.muza.unizg.hr/index.php?option=com_content&view=article&id=121&Itemid=236,Znanost o umjetnosti,Humanističke znanosti,Muzička akademija Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9686544,45.810104","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Fizika i politehnika; smjer: nastavnički,2,www.ffri.uniri.hr/hr/odsjeci-i-katedre/politehnika/216-politehnika.html,Fizika,Prirodne znanosti,Odjel za fiziku Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Fizika,2,www.phy.uniri.hr/hr/nastava/diplomski-studiji/17-hr/nastava/diplomski-studiji/471-diplomski-studij-fizika.html,Fizika,Prirodne znanosti,Odjel za fiziku Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Kulturna sociologija,2,www.unizd.hr/sociologija/Međunarodnidiplomskistudijkulturnesociologije/tabid/4714/Default.aspx,Sociologija,Društvene znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Odnosi s javnostima,2,www.unidu.hr/odjeli.php?idizbornik=138,Informacijske i komunikacijske znanosti,Društvene znanosti,Sveučilište Sjever,Sveučilište Sjever,Dubrovnik,1,"16.8427062,46.1742977",Stručnjaci iz područja informatike i tehničkih znanosti
Kulturna i prirodna baština u turizmu,2,www.unizd.hr/tikz/Studijskiprogrami/Diplomskistudiji/tabid/2710/Default.aspx,Interdisciplinarne humanističke znanosti,Humanističke znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Pravo,3,www.pravos.unios.hr/pfo/doktorski-vijest,Pravo,Društvene znanosti,Pravni fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.6959121,45.560972","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Pomorsko pravo i pravo mora,3,www.pravst.hr/program.php?p=13&s=22,Pravo,Društvene znanosti,Pravni fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4438201,43.513997","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Javna uprava,1,www.fpzg.unizg.hr/studiji/poslijediplomski/specijalisticki_studiji,Bez polja,Bez područja,Fakultet političkih znanosti Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9929798,45.80787489999999",""
Dentalna medicina,2,www.sfzg.unizg.hr/studiji/pds-s,Dentalna medicina,Biomedicina i zdravstvo,Stomatološki fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.972243,45.812473","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Strojarstvo,2,www.oss.unist.hr/index.php/studiji/specijalisticki-strucni-studiji,Strojarstvo,Tehničke znanosti,Sveučilišni odjel za stručne studije Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4505675,43.5231699",Stručnjaci iz područja informatike i tehničkih znanosti
Primijenjene znanosti o moru,3,more.unist.hr/Nastava/Doktorskistudij/Opis/tabid/566/language/hr-HR/Default.aspx,Interdisciplinarne prirodne znanosti,Prirodne znanosti,Sveučilište u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Radiološka tehnologija,2,ozs.unist.hr/studijski-programi/diplomski-programi/radioloska-tehnologija,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Sveučilišni odjel zdravstvenih studija Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Fizioterapija,2,ozs.unist.hr/studijski-programi/diplomski-programi/fizioterapija,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Sveučilišni odjel zdravstvenih studija Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Učiteljski studij,1,www.ufzg.unizg.hr/?page_id=293,Pedagogija,Društvene znanosti,Učiteljski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.961981,45.797253","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Menadžment,2,www.vusb.hr/hr/menadzment/specijalisticki-diplomski-strucni-studij.html,Ekonomija,Društvene znanosti,Veleučilište u Slavonskom Brodu,Veleučilište u Slavonskom Brodu,Slavonski Brod,1,"18.0091509,45.1655234","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Dobrobit životinja,2,www.vef.unizg.hr/nastava/postdip/index.php?adnce=j&m=ff007df007fc2ec0,Veterinarska medicina,Biomedicina i zdravstvo,Veterinarski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.0085665,45.8054075","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Management malih i srednjih poduzeća,2,www.zrinski.org/nikola/specijalisticki-studij/,Ekonomija,Društvene znanosti,"Visoka škola za ekonomiju, poduzetništvo i upravljanje ""Nikola Šubić Zrinski""","Visoka škola za ekonomiju, poduzetništvo i upravljanje ""Nikola Šubić Zrinski""",Zagreb,1,"15.9443074,45.8011169","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Informacijske tehnologije,2,www.vsite.hr/?q=hr/node/9,Računarstvo,Tehničke znanosti,Visoka škola za informacijske tehnologije u Zagrebu,Visoka škola za informacijske tehnologije u Zagrebu,Zagreb,1,"15.9624042,45.8090937",Stručnjaci iz područja informatike i tehničkih znanosti
Sportski menadžment,2,www.aspira.hr/specijalisticki-diplomski-master-studij-sportski-menadzment.html,Ekonomija,Društvene znanosti,"Visoka škola za menadžment i dizajn ""Aspira""","Visoka škola za menadžment i dizajn ""Aspira""",Split,1,"16.4520078,43.5205685","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Reguliranje tržišta elektroničkih komunikacija,1,www.fer.unizg.hr/poslijediplomski/specijalisticki_studij/rtek,Bez polja,Bez područja,Fakultet elektrotehnike i računarstva Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9712039,45.800887",""
Hrvatski jezik i književnost,2,www.ffos.unios.hr/?id=164,Filologija,Humanističke znanosti,Filozofski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.6808884,45.558785","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Njemački jezik i književnost,3,www.ffos.unios.hr/?id=164,Filologija,Humanističke znanosti,Filozofski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.6808884,45.558785","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Hrvatski jezik i književnost,3,www.ffos.unios.hr/?id=164,Filologija,Humanističke znanosti,Filozofski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.6808884,45.558785","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Hrvatski jezik i književnost,2,www.ffos.unios.hr/?id=164,Filologija,Humanističke znanosti,Filozofski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.6808884,45.558785","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Kroatistika; smjer: nastavnički,2,www.ffzg.unizg.hr/kroat/index.php?option=com_content&view=category&id=56&Itemid=108,Filologija,Humanističke znanosti,Filozofski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9695033,45.7968407","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Geofizika,3,www.pmf.unizg.hr/geof,Fizika,Prirodne znanosti,Prirodoslovno-matematički fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9698015,45.81057029999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Solo pjevanje,4,www.unipu.hr/index.php?id=1765,Glazbena umjetnost,Umjetničko područje,Sveučilište Jurja Dobrile u Puli,Sveučilište Jurja Dobrile u Puli,Pula,1,"13.8512586,44.8664084","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Građevinarstvo,3,www.gradri.uniri.hr/hr/studiji/strucni.html,Građevinarstvo,Tehničke znanosti,Građevinski fakultet Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4677871,45.3287901",Stručnjaci iz područja informatike i tehničkih znanosti
Poslovna ekonomija,3,www.vps-libertas.hr/preddiplomski-studij/poslovna-ekonomija-kutina/o-studiju.php,Ekonomija,Društvene znanosti,"Visoka poslovna škola ""Libertas""","Visoka poslovna škola ""Libertas""",Kutina,1,"16.0124166,45.8151504","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Marketing,3,www.efos.unios.hr/studij-financijski-menadzment/preddiplomski-fin-men/opce-informacije/#,Ekonomija,Društvene znanosti,Ekonomski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.684096,45.55727299999999","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Međunarodni odnosi i diplomacija,2,www.diu.hr/hr/fakulteti/fakultet-medjunarodnih-odnosa-i-iplomacije/diplomski-studij/,Politologija,Društvene znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Korporativne financije,2,www.visoka-skola-rrif.hr/studij-3/diplomski-studij/o-studiju/,Ekonomija,Društvene znanosti,RRiF Visoka škola za financijski menadžment,RRiF Visoka škola za financijski menadžment,Zagreb,1,"15.970761,45.8348464","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Medicinsko laboratorijska dijagnostika,2,www.mefos.unios.hr/cms/mefos/hr/dobrodosli.html,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Medicinski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.714823,45.558903","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Kliničko sestrinstvo,2,www.unidu.hr/odjeli.php?idizbornik=853,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Sveučilište u Dubrovniku,Sveučilište u Dubrovniku,Dubrovnik,1,"18.1003189,42.6440794","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Medijske umjetnosti i prakse,2,apuri.hr/index.php?option=com_content&task=view&id=480&Itemid=125,Bez polja,Bez područja,Akademija primijenjenih umjetnosti Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4663401,45.32703729999999",""
Marketing u turizmu,1,www.fthm.uniri.hr/index.php/ds-o-studiju,Ekonomija,Društvene znanosti,"Fakultet za menadžment u turizmu i ugostiteljstvu, Sveučilišta u Rijeci",Sveučilište u Rijeci,Opatija,1,"14.2822494,45.3033303","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
